TimeStamps,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,Trial,Activity
2018/7/4 12:04:17,-1.24,-0.557,0.227,-75.854,44.024,315.915,1,1
2018/7/4 12:04:18,-1.096,-0.204,0.179,21.524,40.427,26.89,1,1
2018/7/4 12:04:19,-1.004,-0.324,0.095,-9.329,-4.024,7.744,1,1
2018/7/4 12:04:20,-1.05,-0.176,0.233,10.366,-6.707,-9.39,1,1
2018/7/4 12:04:37,-1.006,-0.269,0.151,-1.707,-1.098,4.756,2,1
2018/7/4 12:04:38,-0.961,-0.299,0.062,-17.073,0.854,6.22,2,1
2018/7/4 12:04:56,-0.943,-0.285,0.073,-33.659,-12.988,-1.768,3,1
2018/7/4 12:05:19,-1.16,0.08,0.765,19.451,-15.488,4.207,1,2
2018/7/4 12:05:39,-0.618,-0.948,-0.65,-159.024,-117.744,-270.549,2,2
2018/7/4 12:05:40,-0.607,-1.104,0.227,-106.159,72.927,-202.317,2,2
2018/7/4 12:05:58,-0.966,-0.351,0.162,-5.549,8.963,17.988,3,2
2018/7/4 12:06:21,-1.17,-0.063,0.475,16.098,56.524,5.671,1,3
2018/7/4 12:06:40,-1.292,-0.147,-0.011,10.61,-122.195,102.683,2,3
2018/7/4 12:06:41,-1.457,-0.324,-0.277,-253.11,-177.073,36.585,2,3
2018/7/4 12:07:00,-0.949,-0.062,0.264,91.707,-23.354,99.695,3,3
2018/7/4 12:07:01,-0.949,-0.062,0.264,-146.829,-66.159,124.817,3,3
2018/7/4 12:07:22,-0.95,-0.359,0.144,21.098,15.671,22.622,1,4
2018/7/4 12:07:41,-0.893,-0.218,0.263,17.5,7.195,-41.341,2,4
2018/7/4 12:08:00,-0.311,-0.539,0.047,290.793,-57.134,22.927,3,4
2018/7/4 12:08:21,-0.982,-0.336,0.168,8.11,5.854,-23.72,1,5
2018/7/4 12:08:39,-0.996,0.459,0.043,547.134,111.159,-61.402,2,5
2018/7/4 12:09:03,-0.943,-0.229,0.197,54.512,0.061,-23.049,3,5
2018/7/4 12:13:54,-0.958,-0.396,0.193,-109.512,-40,-22.744,1,7
2018/7/4 12:13:55,-0.947,-0.39,0.261,2.744,5.244,-19.817,1,7
2018/7/4 12:13:56,-0.947,-0.381,0.247,0.976,-3.11,-5.366,1,7
2018/7/4 12:13:57,-0.93,-0.39,0.284,-0.183,1.646,-2.317,1,7
2018/7/4 12:13:58,-0.939,-0.398,0.261,-7.134,-3.415,-1.829,1,7
2018/7/4 12:13:59,-0.974,-0.394,0.167,12.561,17.195,1.159,1,7
2018/7/4 12:14:00,-0.985,-0.248,0.189,-43.049,-48.659,-64.695,1,7
2018/7/4 12:14:01,-0.953,-0.303,0.154,-20.427,-25.976,-52.744,1,7
2018/7/4 12:14:02,-0.98,-0.307,0.189,18.963,-12.561,-44.146,1,7
2018/7/4 12:14:03,-0.971,-0.318,0.178,3.841,-5.915,-15.305,1,7
2018/7/4 12:14:04,-0.987,-0.331,0.193,0.183,0.61,-7.317,1,7
2018/7/4 12:14:05,-1.018,-0.355,0.238,-29.695,-7.195,-10.305,1,7
2018/7/4 12:14:06,0.745,0.238,0.621,-6.28,0.854,-8.841,1,7
2018/7/4 12:14:07,0.492,0.364,0.771,-28.72,46.951,18.659,1,7
2018/7/4 12:14:08,-0.789,-0.528,0.155,56.098,17.439,0.549,1,7
2018/7/4 12:14:09,-0.968,-0.425,0.16,-1.098,12.378,11.402,1,7
2018/7/4 12:14:10,-0.98,-0.348,0.216,8.963,6.463,-9.573,1,7
2018/7/4 12:14:11,-0.694,-0.663,-0.014,12.805,4.146,-33.598,1,7
2018/7/4 12:14:12,-0.984,-0.261,0.271,13.171,-1.829,-31.159,1,7
2018/7/4 12:14:13,-1.003,-0.311,0.211,9.024,-14.634,-3.659,1,7
2018/7/4 12:14:14,-0.964,-0.321,0.197,-2.988,-5.976,0,1,7
2018/7/4 12:14:15,0.293,0.227,0.552,0.122,53.78,-143.354,1,7
2018/7/4 12:14:16,0.753,0.129,0.661,5.549,-22.988,-0.732,1,7
2018/7/4 12:14:17,0.555,0.293,0.63,-12.378,-6.402,19.573,1,7
2018/7/4 12:14:18,-0.831,-0.524,0.104,-81.037,-31.829,-39.634,1,7
2018/7/4 12:14:19,-0.971,-0.369,0.229,-2.561,-6.524,-23.537,1,7
2018/7/4 12:14:20,-0.977,-0.339,0.239,4.573,-5.061,-9.939,1,7
2018/7/4 12:14:21,-0.96,-0.339,0.23,3.293,5.671,-1.037,1,7
2018/7/4 12:14:22,-0.953,-0.315,0.21,-1.89,-4.817,-8.171,1,7
2018/7/4 12:14:23,-0.972,-0.33,0.232,-4.146,-0.61,5.061,1,7
2018/7/4 12:14:24,-0.972,-0.322,0.245,-4.695,2.622,0.976,1,7
2018/7/4 12:14:25,-0.927,-0.342,0.186,4.451,5.366,11.037,1,7
2018/7/4 12:14:26,-0.978,-0.323,0.205,-29.268,-9.573,-20.305,1,7
2018/7/4 12:14:27,-0.979,-0.317,0.222,3.963,-0.427,0.061,1,7
2018/7/4 12:14:28,-0.967,-0.327,0.226,1.463,0.488,-0.488,1,7
2018/7/4 12:14:29,-0.988,-0.34,0.25,23.232,-1.89,0.61,1,7
2018/7/4 12:14:30,-1.034,-0.37,0.281,62.683,-4.329,-4.024,1,7
2018/7/4 12:14:31,-0.989,-0.319,0.391,1.463,2.134,-56.22,1,7
2018/7/4 12:14:32,-0.934,-0.43,0.283,101.585,63.72,-9.146,1,7
2018/7/4 12:14:33,-0.955,-0.332,0.215,-19.939,13.72,26.646,1,7
2018/7/4 12:14:34,-0.96,-0.306,0.23,20.61,12.256,5.854,1,7
2018/7/4 12:14:35,-1.011,-0.262,0.311,-5.061,19.268,12.317,1,7
2018/7/4 12:14:36,-0.976,-0.323,0.23,-9.756,-0.305,6.951,1,7
2018/7/4 12:14:37,-0.946,-0.339,0.231,8.476,-0.671,4.268,1,7
2018/7/4 12:14:38,-0.975,-0.279,0.257,-2.439,7.683,18.963,1,7
2018/7/4 12:14:39,-0.971,-0.33,0.258,9.634,22.683,41.829,1,7
2018/7/4 12:14:40,-0.971,-0.344,0.225,-7.988,3.171,22.744,1,7
2018/7/4 12:14:41,-0.964,-0.345,0.237,-0.183,5.366,5.061,1,7
2018/7/4 12:14:42,-0.909,-0.391,0.222,35.915,21.037,15.122,1,7
2018/7/4 12:14:43,-1.029,-0.226,0.292,16.402,5.122,-6.098,1,7
2018/7/4 12:14:44,-0.997,-0.342,0.252,-1.585,-11.89,-21.28,1,7
2018/7/4 12:14:45,-0.96,-0.342,0.234,22.622,8.415,-4.207,1,7
2018/7/4 12:14:46,-0.99,-0.336,0.227,-14.085,-4.451,-9.207,1,7
2018/7/4 12:14:47,-0.605,-1.54,-0.214,-69.756,87.256,-380.915,1,7
2018/7/4 12:14:48,0.706,-0.231,0.641,7.988,-6.646,0.915,1,7
2018/7/4 12:14:49,0.604,0.112,0.521,-113.476,30.854,-20,1,7
2018/7/4 12:14:50,0.052,-0.067,0.268,-118.537,-60.976,226.098,1,7
2018/7/4 12:14:51,-0.871,-0.283,0.137,92.622,-2.439,-38.476,1,7
2018/7/4 12:14:52,-0.925,-0.283,0.222,15.549,-1.037,-27.195,1,7
2018/7/4 12:14:53,-0.965,-0.324,0.284,21.768,-16.585,-20.183,1,7
2018/7/4 12:14:54,-0.701,-0.715,0.003,-64.39,-18.598,-1.159,1,7
2018/7/4 12:14:58,-0.831,-0.357,-0.443,49.573,-11.524,12.195,2,7
2018/7/4 12:14:59,-0.979,0.279,0.269,404.268,-30.915,116.342,2,7
2018/7/4 12:15:00,-0.994,-0.349,0.26,-7.134,-5.915,-2.073,2,7
2018/7/4 12:15:01,-0.994,-0.365,0.236,5.915,10.854,13.232,2,7
2018/7/4 12:15:02,-0.981,-0.335,0.239,3.415,3.415,8.537,2,7
2018/7/4 12:15:03,-0.972,-0.331,0.221,-1.22,-2.561,0.732,2,7
2018/7/4 12:15:04,-0.973,-0.32,0.217,0.366,0,-3.659,2,7
2018/7/4 12:15:05,-0.994,-0.294,0.219,-20.732,-19.451,-8.171,2,7
2018/7/4 12:15:06,-1,-0.286,0.292,-7.561,-13.476,-21.098,2,7
2018/7/4 12:15:07,-0.919,-0.521,0.239,27.866,-7.012,-19.451,2,7
2018/7/4 12:15:08,-0.972,-0.333,0.222,-5.915,13.11,20.793,2,7
2018/7/4 12:15:09,-0.998,-0.29,0.2,-1.524,-1.28,-3.476,2,7
2018/7/4 12:15:10,-0.986,-0.286,0.224,-2.622,-3.537,-9.512,2,7
2018/7/4 12:15:11,-0.986,-0.304,0.197,17.988,-11.098,-22.866,2,7
2018/7/4 12:15:12,-0.96,-0.299,0.219,-11.28,-0.427,-1.402,2,7
2018/7/4 12:15:13,-0.971,-0.215,0.117,-34.817,-0.244,-36.28,2,7
2018/7/4 12:15:14,-0.959,-0.237,0.222,-92.561,-40.732,9.207,2,7
2018/7/4 12:15:15,-0.926,-0.422,0.156,-17.073,-25.366,-34.451,2,7
2018/7/4 12:15:16,-0.97,-0.314,0.205,25.854,11.28,-2.744,2,7
2018/7/4 12:15:17,-0.982,-0.31,0.229,-3.476,3.354,2.805,2,7
2018/7/4 12:15:18,-0.979,-0.306,0.211,0.549,2.256,-2.317,2,7
2018/7/4 12:15:19,-0.983,-0.29,0.22,-1.585,-2.622,-0.915,2,7
2018/7/4 12:15:20,-0.973,-0.296,0.228,0.183,-2.256,-1.951,2,7
2018/7/4 12:15:21,-0.997,-0.301,0.248,-13.293,-7.012,-3.415,2,7
2018/7/4 12:15:22,-0.975,-0.326,0.21,2.378,0.061,0.488,2,7
2018/7/4 12:15:23,-0.978,-0.32,0.224,1.098,-1.89,-0.366,2,7
2018/7/4 12:15:24,-0.976,-0.314,0.217,-0.427,0.488,-3.049,2,7
2018/7/4 12:15:25,-0.956,-0.52,0.221,-41.341,-18.11,-54.024,2,7
2018/7/4 12:15:26,0.806,0.199,0.642,-55.183,-2.683,-3.598,2,7
2018/7/4 12:15:27,-1.004,0.043,0.384,-166.463,-12.988,-98.963,2,7
2018/7/4 12:15:28,-1.029,-0.448,0.354,-95.427,16.707,46.22,2,7
2018/7/4 12:15:29,-0.902,-0.326,0.258,-22.561,-11.159,2.317,2,7
2018/7/4 12:15:30,-0.969,-0.342,0.251,0.305,0.122,-10.183,2,7
2018/7/4 12:15:31,-0.967,-0.328,0.229,-1.646,-1.89,-6.951,2,7
2018/7/4 12:15:32,-0.972,-0.322,0.217,-0.671,1.098,-1.22,2,7
2018/7/4 12:15:33,-0.963,-0.328,0.213,-10.488,-0.061,-0.244,2,7
2018/7/4 12:15:34,-0.969,-0.317,0.242,6.22,9.756,7.988,2,7
2018/7/4 12:15:35,-0.964,-0.327,0.219,-19.024,-7.134,-6.341,2,7
2018/7/4 12:15:36,-1.007,-0.33,0.241,24.878,11.89,-2.012,2,7
2018/7/4 12:15:37,-0.973,-0.284,0.219,-4.817,-16.768,-20.793,2,7
2018/7/4 12:15:38,-0.916,-0.326,0.207,-45.488,-17.866,4.024,2,7
2018/7/4 12:15:39,-0.995,-0.312,0.272,31.951,6.341,3.476,2,7
2018/7/4 12:15:40,-0.973,-0.322,0.234,9.512,-0.061,-9.024,2,7
2018/7/4 12:15:41,-0.986,-0.318,0.225,5.671,-4.024,-5.366,2,7
2018/7/4 12:15:42,-0.978,-0.303,0.228,-2.073,0,-0.61,2,7
2018/7/4 12:15:43,-0.974,-0.298,0.243,-0.61,1.89,3.11,2,7
2018/7/4 12:15:44,-1.038,-0.222,0.311,-86.098,20.793,-14.756,2,7
2018/7/4 12:15:45,-0.968,-0.332,0.21,-10.488,-2.378,-3.476,2,7
2018/7/4 12:15:46,-0.942,-0.349,0.156,7.561,8.72,-7.256,2,7
2018/7/4 12:15:47,-1,-0.324,0.231,-14.817,-14.634,14.024,2,7
2018/7/4 12:15:48,-1,-0.298,0.284,10.549,28.415,-0.122,2,7
2018/7/4 12:15:49,-0.967,-0.322,0.237,-2.439,0.366,6.524,2,7
2018/7/4 12:15:50,-0.973,-0.323,0.229,1.098,2.622,-0.427,2,7
2018/7/4 12:15:51,-0.976,-0.326,0.22,-1.768,-1.524,-3.415,2,7
2018/7/4 12:15:52,-0.968,-0.332,0.225,2.866,2.378,0.61,2,7
2018/7/4 12:15:53,-0.964,-0.317,0.225,0.061,-1.341,2.317,2,7
2018/7/4 12:15:54,-0.977,-0.314,0.23,2.073,2.012,-0.427,2,7
2018/7/4 12:15:55,-0.973,-0.339,0.219,-2.5,1.037,0.427,2,7
2018/7/4 12:15:56,-0.791,-0.588,0.004,-23.963,31.402,-17.561,2,7
2018/7/4 12:15:57,-0.952,-0.32,0.176,-48.78,-3.659,42.561,2,7
2018/7/4 12:15:58,-0.98,-0.377,0.195,8.537,10.244,17.317,2,7
2018/7/4 12:16:03,-0.894,-0.31,0.145,-31.341,-13.232,-4.085,3,7
2018/7/4 12:16:04,-0.932,-0.316,0.188,1.037,-7.988,-17.256,3,7
2018/7/4 12:16:05,-0.962,-0.308,0.22,2.256,1.585,-6.341,3,7
2018/7/4 12:16:06,-0.958,-0.328,0.221,1.463,3.72,5.427,3,7
2018/7/4 12:16:07,-0.968,-0.345,0.227,-0.244,0.061,-0.488,3,7
2018/7/4 12:16:08,-0.974,-0.321,0.21,3.598,-6.585,-8.232,3,7
2018/7/4 12:16:09,-0.968,-0.309,0.214,-6.951,-0.244,0.183,3,7
2018/7/4 12:16:10,-0.967,-0.334,0.222,2.317,0,0,3,7
2018/7/4 12:16:11,-0.972,-0.336,0.215,1.22,0.976,0.61,3,7
2018/7/4 12:16:12,-0.961,-0.333,0.213,0.244,0.915,0.976,3,7
2018/7/4 12:16:13,-0.97,-0.335,0.217,-2.683,-2.317,-0.366,3,7
2018/7/4 12:16:14,-0.972,-0.322,0.221,2.5,1.707,0.183,3,7
2018/7/4 12:16:15,-0.968,-0.332,0.224,0.366,2.256,0.122,3,7
2018/7/4 12:16:16,-0.963,-0.33,0.214,0.488,0.549,-0.183,3,7
2018/7/4 12:16:17,-0.972,-0.326,0.224,2.683,-0.671,2.866,3,7
2018/7/4 12:16:18,-0.969,-0.317,0.222,1.524,1.402,-0.366,3,7
2018/7/4 12:16:19,-0.97,-0.333,0.223,0.122,1.951,1.22,3,7
2018/7/4 12:16:20,-0.973,-0.323,0.213,0.427,0.915,-0.427,3,7
2018/7/4 12:16:21,-0.973,-0.316,0.221,1.524,-1.098,1.829,3,7
2018/7/4 12:16:22,-0.974,-0.313,0.215,-0.549,1.463,-0.61,3,7
2018/7/4 12:16:23,-0.972,-0.325,0.218,0.183,1.89,0.549,3,7
2018/7/4 12:16:24,-0.974,-0.33,0.213,0.366,0.549,0.793,3,7
2018/7/4 12:16:25,-0.973,-0.314,0.212,-1.159,-1.463,-0.305,3,7
2018/7/4 12:16:26,-0.969,-0.333,0.223,-0.854,-0.183,1.159,3,7
2018/7/4 12:16:27,-0.981,-0.335,0.199,-5.366,1.159,2.683,3,7
2018/7/4 12:16:28,-0.983,-0.298,0.22,9.268,-3.476,-4.634,3,7
2018/7/4 12:16:29,-0.971,-0.315,0.237,0.183,1.768,-0.854,3,7
2018/7/4 12:16:30,-0.956,-0.341,0.238,10.244,5.488,1.829,3,7
2018/7/4 12:16:31,-0.954,-0.354,0.22,0.549,-2.5,-1.098,3,7
2018/7/4 12:16:32,-0.993,-0.317,0.207,-20.793,-9.939,2.744,3,7
2018/7/4 12:16:33,-0.989,-0.321,0.204,-13.78,-27.866,-20.183,3,7
2018/7/4 12:16:34,-0.992,-0.307,0.2,25.915,-12.866,-32.927,3,7
2018/7/4 12:16:35,-0.96,-0.313,0.174,4.512,-14.268,-22.134,3,7
2018/7/4 12:16:36,-0.963,-0.298,0.198,-0.427,-8.476,-9.329,3,7
2018/7/4 12:16:37,-0.969,-0.314,0.205,0.366,2.195,1.037,3,7
2018/7/4 12:16:38,-0.97,-0.332,0.217,0.671,1.098,4.756,3,7
2018/7/4 12:16:39,-0.975,-0.328,0.218,0.305,0.915,-0.671,3,7
2018/7/4 12:16:40,-0.965,-0.335,0.209,6.28,1.463,-2.439,3,7
2018/7/4 12:16:41,-0.987,-0.308,0.237,-2.744,5.427,7.195,3,7
2018/7/4 12:16:42,-0.985,-0.355,0.213,2.439,-9.512,5,3,7
2018/7/4 12:16:43,-0.993,-0.372,0.162,5.183,7.866,-10.488,3,7
2018/7/4 12:16:44,-0.969,-0.313,0.208,-9.268,-0.854,3.902,3,7
2018/7/4 12:16:45,-0.977,-0.359,0.175,1.402,8.232,-1.89,3,7
2018/7/4 12:16:46,-0.99,-0.313,0.209,-3.659,3.171,6.585,3,7
2018/7/4 12:16:47,-0.979,-0.326,0.222,1.768,-13.354,-4.085,3,7
2018/7/4 12:16:48,-0.958,-0.316,0.243,-4.207,-7.805,-8.415,3,7
2018/7/4 12:16:49,-0.969,-0.318,0.235,-0.305,-0.732,-2.805,3,7
2018/7/4 12:16:50,-0.966,-0.325,0.232,1.524,2.683,0.305,3,7
2018/7/4 12:16:51,-0.968,-0.331,0.222,0.61,0.366,0.122,3,7
2018/7/4 12:16:52,-0.972,-0.344,0.227,-0.915,-2.195,1.524,3,7
2018/7/4 12:16:53,-0.977,-0.333,0.224,1.646,0.61,0.854,3,7
2018/7/4 12:16:54,-0.967,-0.327,0.216,1.768,4.024,-0.488,3,7
2018/7/4 12:16:55,-0.97,-0.333,0.221,-0.122,0.549,1.646,3,7
2018/7/4 12:16:56,-0.972,-0.333,0.224,0.549,1.402,-0.61,3,7
2018/7/4 12:16:57,-0.971,-0.329,0.221,-0.427,0.549,0.976,3,7
2018/7/4 12:16:58,-0.972,-0.305,0.227,-0.183,-2.012,1.768,3,7
2018/7/4 12:16:59,-0.989,-0.269,0.293,14.817,-11.463,-9.512,3,7
2018/7/4 12:17:00,-0.991,-0.364,0.223,1.951,12.439,-7.256,3,7
2018/7/4 12:17:01,-0.956,-0.27,0.228,38.78,-0.793,-0.366,3,7
2018/7/4 12:17:02,-0.965,-0.315,0.215,-2.805,4.329,4.085,3,7
2018/7/4 12:17:03,-0.979,-0.32,0.238,1.22,5.122,0,3,7
2018/7/4 12:21:15,-0.99,-0.178,0.299,107.561,24.573,-14.329,1,9
2018/7/4 12:21:16,-1.009,0.004,0.424,15.244,-12.439,4.451,1,9
2018/7/4 12:21:18,-0.749,-0.38,0.142,132.256,63.963,3.476,1,9
2018/7/4 12:21:19,-1.27,-0.416,0.321,-79.817,52.378,94.634,1,9
2018/7/4 12:21:20,-1.008,-0.401,0.256,16.707,49.085,69.024,1,9
2018/7/4 12:21:21,-0.988,-0.431,0.316,1.098,15.305,18.049,1,9
2018/7/4 12:21:22,-0.951,-0.375,0.264,-5.244,8.963,10.671,1,9
2018/7/4 12:21:23,-0.968,-0.358,0.254,-0.915,-0.183,3.598,1,9
2018/7/4 12:21:24,-0.975,-0.33,0.261,0.488,0,-5.061,1,9
2018/7/4 12:21:25,-0.968,-0.33,0.246,-1.89,-0.549,-1.463,1,9
2018/7/4 12:21:33,-1.012,-0.348,0.247,12.378,42.378,35.183,2,9
2018/7/4 12:21:36,-0.848,-0.34,0.274,18.049,45.122,-12.927,2,9
2018/7/4 12:21:37,-1.091,-0.348,0.218,62.927,-8.72,-101.342,2,9
2018/7/4 12:21:38,-1.022,-0.357,0.182,15.976,-2.622,-53.11,2,9
2018/7/4 12:21:39,-0.991,-0.284,0.245,18.232,0.61,-13.659,2,9
2018/7/4 12:21:40,-0.974,-0.324,0.223,0.183,0.061,1.28,2,9
2018/7/4 12:21:41,-0.966,-0.335,0.22,1.22,1.463,-1.524,2,9
2018/7/4 12:21:42,-0.977,-0.332,0.216,2.317,0.488,1.22,2,9
2018/7/4 12:21:48,-1.25,-0.205,0.212,54.573,-54.268,-121.707,3,9
2018/7/4 12:21:49,-0.869,-0.29,0.151,-17.073,-52.805,-92.195,3,9
2018/7/4 12:21:51,-1.031,-0.455,0.106,100.061,42.805,-36.037,3,9
2018/7/4 12:21:52,-1.126,-0.313,0.308,12.256,59.512,97.439,3,9
2018/7/4 12:21:53,-0.988,-0.417,0.248,12.988,15.305,71.707,3,9
2018/7/4 12:21:54,-0.98,-0.379,0.223,2.622,15.427,35.061,3,9
2018/7/4 12:21:55,-0.976,-0.344,0.243,2.866,7.012,8.963,3,9
2018/7/4 12:21:56,-0.975,-0.344,0.235,-1.463,2.256,8.171,3,9
2018/7/4 12:21:57,-0.969,-0.341,0.218,-1.524,2.012,-1.098,3,9
2018/7/4 12:21:58,-0.957,-0.32,0.224,-0.061,-4.085,-2.378,3,9